code,company_name,sector33_name,close,pct_below_52w_high,recent_breakout_count_120d,trailing_return_pct,expected_win_rate_pct,expected_return_pct,sector_adjustment_pct,tightness_bonus_pct,composite_score,expected_value_sample_size,stop_loss_price,take_profit_price
58320,ちゅうぎんフィナンシャルグループ,銀行業,3545.0,0.9776536312849162,2.0,6.325301204819277,70.6,3.45,2.588,-0.932,5.11,652,3261.4,4076.7
80160,オンワードホールディングス,繊維製品,766.0,9.026128266033254,3.0,3.116531165311653,70.5,3.37,0.306,0.797,4.47,1036,704.7,880.9
73130,テイ・エス　テック,輸送用機器,1844.5,8.62026257121625,3.0,3.7404363842448287,70.5,3.37,0.258,0.78,4.41,1036,1696.9,2121.2
40410,日本曹達,化学,3965.0,5.595238095238096,2.0,6.486486486486487,70.6,3.45,0.462,0.237,4.15,652,3647.8,4559.8
81300,サンゲツ,卸売業,3165.0,6.083086053412463,3.0,4.472630173564753,70.5,3.37,0.056,0.542,3.97,1036,2911.8,3639.7
62790,瑞光,機械,952.0,8.373435996150144,0.0,4.983388704318937,67.4,2.73,0.386,0.831,3.95,6858,875.8,1094.8
31090,シキボウ,繊維製品,1083.0,7.435897435897436,0.0,3.5611164581328203,67.4,2.73,0.306,0.898,3.93,6858,996.4,1245.4
40450,東亞合成,化学,1865.0,2.990897269180754,1.0,7.840876333237244,71.0,3.26,0.462,0.169,3.89,742,1715.8,2144.8
67180,アイホン,電気機器,2830.0,9.584664536741213,0.0,2.1590500179920835,65.5,2.3,0.686,0.864,3.85,6091,2603.6,3254.5
74820,シモジマ,卸売業,1486.0,0.9333333333333335,3.0,7.00218818380744,69.4,3.17,0.056,0.576,3.8,617,1367.1,1708.9
81250,ワキタ,卸売業,1940.0,9.472701819878674,2.0,3.123345685547909,67.4,2.84,0.056,0.61,3.51,1228,1784.8,2231.0
31540,メディアスホールディングス,卸売業,820.0,7.239819004524888,0.0,3.3333333333333335,67.4,2.73,0.056,0.712,3.5,6858,754.4,943.0
40230,クレハ,化学,4570.0,6.829765545361875,3.0,6.73758865248227,69.4,3.17,0.462,-0.136,3.5,617,4204.4,5255.5
40970,高圧ガス工業,化学,1197.0,1.400329489291598,3.0,7.74077407740774,69.4,3.17,0.462,-0.186,3.45,617,1101.2,1376.6
66300,ヤーマン,電気機器,791.0,5.833333333333333,0.0,6.639566395663957,65.7,2.94,0.686,-0.203,3.42,2425,727.7,909.6
59330,アルインコ,金属製品,1133.0,5.897009966777408,0.0,3.7927844588344124,67.4,2.73,-0.084,0.678,3.32,6858,1042.4,1302.9
21170,ウェルネオシュガー,食料品,2828.0,7.278688524590164,3.0,4.211703317182259,70.5,3.37,-0.39,0.339,3.32,1036,2601.8,3252.2
79620,キングジム,その他製品,807.0,5.834305717619603,0.0,3.8510911424903727,67.4,2.73,-0.334,0.915,3.31,6858,742.4,928.0
80950,アステナホールディングス,卸売業,540.0,0.18484288354898337,1.0,5.078125,67.0,2.61,0.056,0.644,3.31,1450,496.8,621.0
72400,ＮＯＫ,輸送用機器,3073.0,8.405365126676601,3.0,3.290799194089993,70.5,3.37,0.258,-0.339,3.29,1036,2827.2,3534.0
42180,ニチバン,化学,1946.0,3.5678889990089195,0.0,1.0438413361169103,65.5,2.3,0.462,0.508,3.27,6091,1790.3,2237.9
32840,フージャースホールディングス,不動産業,1303.0,7.588652482269503,0.0,4.600484261501211,67.4,2.73,-0.192,0.661,3.2,6858,1198.8,1498.4
49270,ポーラ・オルビスホールディングス,化学,1380.0,3.799233182293482,3.0,3.8447041085563516,70.5,3.37,0.462,-0.627,3.2,1036,1269.6,1587.0
64190,マースグループホールディングス,機械,3155.0,5.538922155688622,0.0,2.2435897435897436,65.5,2.3,0.386,0.475,3.16,6091,2902.6,3628.2
35430,コメダホールディングス,卸売業,2910.0,9.907120743034056,0.0,1.9823008849557522,65.5,2.3,0.056,0.746,3.1,6091,2677.2,3346.5
75250,リックス,卸売業,3720.0,6.532663316582915,0.0,4.641350210970464,67.4,2.73,0.056,0.305,3.09,6858,3422.4,4278.0
64120,平和,機械,2209.0,2.9010989010989015,0.0,6.884765625,65.7,2.94,0.386,-0.237,3.09,2425,2032.3,2540.4
63450,アイチ　コーポレーション,機械,1412.0,4.271186440677966,0.0,1.1428571428571428,65.5,2.3,0.386,0.39,3.08,6091,1299.0,1623.8
59110,横河ブリッジホールディングス,金属製品,2997.0,8.208269525267994,0.0,2.1048999309868877,65.5,2.3,-0.084,0.847,3.06,6091,2757.2,3446.6
76070,進和,卸売業,3135.0,9.523809523809524,0.0,1.3008130081300813,65.5,2.3,0.056,0.695,3.05,6091,2884.2,3605.2
79140,共同印刷,その他製品,1760.0,0.11350737797956867,1.0,7.398273736128237,71.0,3.26,-0.334,0.119,3.04,742,1619.2,2024.0
19390,四電工,建設業,2101.0,2.5961984237366713,3.0,7.7389984825493165,69.4,3.17,0.509,-0.661,3.02,617,1932.9,2416.1
31670,ＴＯＫＡＩホールディングス,卸売業,1251.0,-0.08,3.0,7.678883071553229,69.4,3.17,0.056,-0.288,2.94,617,1150.9,1438.6
59320,三協立山,金属製品,666.0,9.510869565217392,0.0,4.05616224648986,67.4,2.73,-0.084,0.288,2.93,6858,612.7,765.9
59880,パイオラックス,金属製品,1721.0,8.700265251989391,0.0,3.1850961538461537,67.4,2.73,-0.084,0.271,2.92,6858,1583.3,1979.2
62720,レオン自動機,機械,1535.0,7.530120481927711,0.0,1.6458196181698488,65.5,2.3,0.386,0.203,2.89,6091,1412.2,1765.2
18730,日本ハウスホールディングス,建設業,321.0,4.464285714285714,0.0,2.2222222222222223,65.5,2.3,0.509,0.085,2.89,6091,295.3,369.2
32010,日本毛織,繊維製品,1959.0,7.288215806909608,2.0,4.336329984135378,67.4,2.84,0.306,-0.254,2.89,1228,1802.3,2252.8
28820,イートアンドホールディングス,食料品,2068.0,2.8651949271958665,0.0,1.3106796116504855,65.5,2.3,-0.39,0.983,2.89,6091,1902.6,2378.2
25940,キーコーヒー,食料品,2025.0,2.550529355149182,0.0,2.0171457387796266,65.5,2.3,-0.39,0.966,2.88,6091,1863.0,2328.8
17620,高松コンストラクショングループ,建設業,3995.0,9.615384615384617,0.0,7.608695652173914,65.7,2.94,0.509,-0.576,2.87,2425,3675.4,4594.2
45380,扶桑薬品工業,医薬品,2299.0,9.130434782608695,0.0,5.20497466605251,67.4,2.73,-0.468,0.593,2.86,6858,2115.1,2643.8
87930,ＮＥＣキャピタルソリューション,その他金融業,4170.0,4.903078677309008,1.0,2.08078335373317,66.0,2.49,-0.062,0.407,2.84,954,3836.4,4795.5
29220,なとり,食料品,1985.0,2.791380999020568,1.0,1.160443995963673,66.0,2.49,-0.39,0.729,2.83,954,1826.2,2282.8
21090,ＤＭ三井製糖,食料品,3600.0,0.0,2.0,5.405405405405405,67.4,2.84,-0.39,0.373,2.82,1228,3312.0,4140.0
79470,エフピコ,化学,2747.0,3.7828371278458848,0.0,6.025994486018117,65.7,2.94,0.462,-0.593,2.81,2425,2527.2,3159.0
69470,図研,電気機器,4925.0,7.943925233644859,0.0,6.673842841765339,65.7,2.94,0.686,-0.814,2.81,2425,4531.0,5663.8
74380,コンドーテック,卸売業,1601.0,8.409610983981693,0.0,4.983606557377049,67.4,2.73,0.056,0.017,2.8,6858,1472.9,1841.2
67880,日本トリム,電気機器,5000.0,3.6608863198458574,0.0,6.41025641025641,65.7,2.94,0.686,-0.831,2.8,2425,4600.0,5750.0
63580,酒井重工業,機械,2192.0,8.09224318658281,0.0,1.06333795654184,65.5,2.3,0.386,0.102,2.79,6091,2016.6,2520.8
81030,明和産業,卸売業,959.0,7.877041306436119,0.0,6.8584070796460175,65.7,2.94,0.056,-0.22,2.78,2425,882.3,1102.8
79490,小松ウオール工業,その他製品,2776.0,9.281045751633988,1.0,5.84638899503248,67.0,2.61,-0.334,0.441,2.72,1450,2553.9,3192.4
74140,小野建,卸売業,1463.0,2.2058823529411766,0.0,2.756183745583039,65.5,2.3,0.056,0.356,2.71,6091,1346.0,1682.4
81010,ＧＳＩクレオス,卸売業,2759.0,1.8149466192170818,2.0,6.0852713178294575,70.6,3.45,0.056,-0.797,2.71,652,2538.3,3172.8
29330,紀文食品,食料品,1113.0,9.068627450980392,0.0,2.7752081406105455,65.5,2.3,-0.39,0.763,2.67,6091,1024.0,1279.9
67500,エレコム,電気機器,1905.0,4.75,0.0,3.1334413830361965,67.4,2.73,0.686,-0.763,2.65,6858,1752.6,2190.8
61510,日東工器,機械,1752.0,9.690721649484537,0.0,3.9504716981132075,67.4,2.73,0.386,-0.475,2.64,6858,1611.8,2014.8
90810,神奈川中央交通,陸運業,3890.0,5.006105006105006,3.0,3.4759358288770055,70.5,3.37,-0.608,-0.153,2.61,1036,3578.8,4473.5
48010,セントラルスポーツ,サービス業,2452.0,6.412213740458015,0.0,2.5555090071219104,65.5,2.3,-0.653,0.949,2.6,6091,2255.8,2819.8
79890,立川ブラインド工業,金属製品,2669.0,1.2943786982248522,1.0,5.8171745152354575,67.0,2.61,-0.084,0.034,2.56,1450,2455.5,3069.4
97550,応用地質,サービス業,2890.0,8.976377952755906,0.0,4.423495286439449,67.4,2.73,-0.653,0.424,2.5,6858,2658.8,3323.5
45260,理研ビタミン,食料品,3275.0,0.6069802731411229,1.0,3.338632750397456,67.0,2.61,-0.39,0.254,2.47,1450,3013.0,3766.2
29080,フジッコ,食料品,1605.0,4.860699466508596,0.0,2.258064516129032,65.5,2.3,-0.39,0.559,2.47,6091,1476.6,1845.7
65710,キュービーネットホールディングス,サービス業,1292.0,9.839497557571528,0.0,1.4855355746677092,65.5,2.3,-0.653,0.814,2.46,6091,1188.6,1485.8
20530,中部飼料,食料品,2012.0,0.3467062902426944,2.0,3.987408184679958,67.4,2.84,-0.39,0.0,2.45,1228,1851.0,2313.8
54080,中山製鋼所,鉄鋼,645.0,8.640226628895183,0.0,2.083333333333333,65.5,2.3,0.517,-0.39,2.43,6091,593.4,741.7
59430,ノーリツ,金属製品,2423.0,6.8076923076923075,0.0,2.267864783910997,65.5,2.3,-0.084,0.186,2.4,6091,2229.2,2786.4
81330,伊藤忠エネクス,卸売業,2184.0,0.9523809523809524,2.0,4.852941176470589,67.4,2.84,0.056,-0.559,2.34,1228,2009.3,2511.6
65390,ＭＳ−Ｊａｐａｎ,サービス業,1015.0,6.537753222836096,2.0,2.7522935779816518,64.4,2.08,-0.653,0.881,2.31,951,933.8,1167.2
98500,グルメ杵屋,小売業,984.0,4.835589941972921,0.0,1.7580144777662874,65.5,2.3,-0.932,0.932,2.3,6091,905.3,1131.6
13790,ホクト,水産・農林業,2024.0,4.66321243523316,0.0,4.368174726989079,67.4,2.73,-0.078,-0.441,2.21,6858,1862.1,2327.6
42900,プレステージ・インターナショナル,サービス業,725.0,4.8556430446194225,0.0,6.824925816023739,65.7,2.94,-0.653,-0.085,2.2,2425,667.0,833.7
92010,日本航空,空運業,2996.0,8.43520782396088,1.0,4.196766425868593,67.0,2.61,-0.357,-0.068,2.18,1450,2756.3,3445.4
96440,タナベコンサルティンググループ,サービス業,773.0,1.0243277848911652,0.0,2.1248339973439574,65.5,2.3,-0.653,0.525,2.17,6091,711.2,889.0
95080,九州電力,電気･ガス業,1912.0,5.229244114002478,2.0,4.980192416525184,67.4,2.84,-0.034,-0.644,2.16,1228,1759.0,2198.8
45210,科研製薬,医薬品,4030.0,9.336332958380202,0.0,2.4516129032258065,65.5,2.3,-0.468,0.322,2.15,6091,3707.6,4634.5
97390,ＮＳＷ,情報･通信業,2692.0,2.251270878721859,2.0,6.102362204724409,70.6,3.45,-1.548,0.22,2.12,652,2476.6,3095.8
21980,アイ・ケイ・ケイホールディングス,サービス業,772.0,7.544910179640718,0.0,1.1749347258485638,65.5,2.3,-0.653,0.458,2.1,6091,710.2,887.8
78670,タカラトミー,その他製品,3588.0,4.574468085106383,3.0,3.866128101557992,70.5,3.37,-0.334,-0.949,2.09,1036,3301.0,4126.2
59570,日東精工,金属製品,783.0,4.044117647058823,2.0,1.2919896640826873,64.4,2.08,-0.084,0.051,2.05,951,720.4,900.4
75540,幸楽苑,小売業,1154.0,7.606084867894316,0.0,2.0535714285714284,65.5,2.3,-0.932,0.627,2.0,6091,1061.7,1327.1
98690,加藤産業,卸売業,6500.0,8.192090395480225,1.0,4.57516339869281,67.0,2.61,0.056,-0.678,1.99,1450,5980.0,7475.0
60620,チャーム・ケア・コーポレーション,サービス業,1411.0,5.618729096989967,3.0,5.224429727740986,70.5,3.37,-0.653,-0.847,1.87,1036,1298.1,1622.6
80590,第一実業,卸売業,3590.0,1.2379642365887207,0.0,5.294117647058823,67.4,2.73,0.056,-0.915,1.87,6858,3302.8,4128.5
75080,Ｇ‐７ホールディングス,小売業,1433.0,8.25864276568502,0.0,2.564102564102564,65.5,2.3,-0.932,0.492,1.86,6091,1318.4,1648.0
26590,サンエー,小売業,3310.0,5.0215208034433285,2.0,3.599374021909233,67.4,2.84,-0.932,-0.102,1.81,1228,3045.2,3806.5
24750,ＷＤＢホールディングス,サービス業,1834.0,2.4468085106382977,0.0,2.61984392419175,65.5,2.3,-0.653,0.136,1.78,6091,1687.3,2109.1
33330,あさひ,小売業,1381.0,5.216197666437886,1.0,2.237136465324385,66.0,2.49,-0.932,0.153,1.71,954,1270.5,1588.1
24290,ワールドホールディングス,サービス業,2763.0,4.756980351602896,2.0,5.411585365853658,67.4,2.84,-0.653,-0.492,1.69,1228,2542.0,3177.4
30500,ＤＣＭホールディングス,小売業,1582.0,9.392898052691868,1.0,5.327039784221173,67.0,2.61,-0.932,-0.051,1.63,1450,1455.4,1819.3
22120,山崎製パン,食料品,3467.0,6.826122010212308,2.0,4.806529625151149,67.4,2.84,-0.39,-0.898,1.55,1228,3189.6,3987.0
76300,壱番屋,小売業,930.0,7.920792079207921,0.0,3.5398230088495577,67.4,2.73,-0.932,-0.271,1.53,6858,855.6,1069.5
90370,ハマキョウレックス,陸運業,1857.0,5.4961832061068705,1.0,2.68640350877193,66.0,2.49,-0.608,-0.373,1.51,954,1708.4,2135.5
81940,ライフコーポレーション,小売業,2613.0,6.878118317890235,0.0,6.073040623717685,65.7,2.94,-0.932,-0.525,1.48,2425,2404.0,3005.0
23590,コア,情報･通信業,2120.0,9.710391822827939,0.0,6.834170854271357,65.7,2.94,-1.548,0.068,1.46,2425,1950.4,2438.0
39390,カナミックネットワーク,情報･通信業,534.0,8.404802744425385,2.0,6.212424849699398,70.6,3.45,-1.548,-0.508,1.39,652,491.3,614.1
94320,ＮＴＴ,情報･通信業,160.39999389648438,4.0669892963610135,0.0,7.024523878236274,65.7,2.94,-1.548,-0.017,1.38,2425,147.6,184.5
47650,ＳＢＩグローバルアセットマネジメント,サービス業,615.0,8.482142857142858,0.0,5.47945205479452,67.4,2.73,-0.653,-0.695,1.38,6858,565.8,707.2
75220,ワタミ,小売業,966.0,8.0,0.0,2.9692470837751856,65.5,2.3,-0.932,-0.034,1.33,6091,888.7,1110.9
