code,company_name,sector33_name,close,pct_below_52w_high,recent_breakout_count_120d,trailing_return_pct,expected_win_rate_pct,expected_return_pct,sector_adjustment_pct,tightness_bonus_pct,composite_score,expected_value_sample_size,stop_loss_price,take_profit_price
85500,栃木銀行,銀行業,1034.0,9.615384615384617,2.0,7.128309572301425,70.7,3.43,2.588,-1.0,5.02,659,951.3,1189.1
58320,ちゅうぎんフィナンシャルグループ,銀行業,3368.0,6.703601108033242,3.0,2.1148036253776437,60.8,2.46,2.588,-0.805,4.24,686,3098.6,3873.2
81300,サンゲツ,卸売業,3180.0,5.637982195845697,3.0,5.5,70.4,3.38,0.051,0.639,4.07,1054,2925.6,3657.0
49960,クミアイ化学工業,化学,787.0,9.644087256027554,0.0,5.06155950752394,67.5,2.73,0.472,0.85,4.05,6897,724.0,905.0
31090,シキボウ,繊維製品,1083.0,7.435897435897436,0.0,4.368932038834951,67.5,2.73,0.316,0.925,3.97,6897,996.4,1245.4
72390,タチエス,輸送用機器,2326.0,1.1894647408666101,3.0,4.637281910009182,70.4,3.38,0.284,0.308,3.97,1054,2139.9,2674.9
74820,シモジマ,卸売業,1480.0,1.3333333333333335,3.0,7.630813953488372,69.4,3.19,0.051,0.594,3.84,620,1361.6,1702.0
72410,フタバ産業,輸送用機器,1107.0,6.106870229007633,1.0,7.845084409136048,70.8,3.25,0.284,0.188,3.72,747,1018.4,1273.0
80950,アステナホールディングス,卸売業,537.0,1.1049723756906076,2.0,3.8910505836575875,67.7,2.85,0.051,0.744,3.65,1240,494.0,617.6
40970,高圧ガス工業,化学,1169.0,3.706754530477759,3.0,3.285968028419183,70.4,3.38,0.472,-0.233,3.62,1054,1075.5,1344.4
40410,日本曹達,化学,3925.0,6.547619047619048,1.0,4.81283422459893,67.2,2.64,0.472,0.489,3.6,1459,3611.0,4513.8
73130,テイ・エス　テック,輸送用機器,1843.5,8.669804310131285,3.0,2.2509848058525606,60.8,2.46,0.284,0.82,3.56,686,1696.0,2120.0
19390,四電工,建設業,2113.0,2.039870190078813,3.0,4.854368932038835,70.4,3.38,0.505,-0.353,3.53,1054,1944.0,2430.0
40450,東亞合成,化学,1837.5,4.421326397919375,1.0,4.584527220630372,67.2,2.64,0.472,0.398,3.51,1459,1690.5,2113.1
54800,日本冶金工業,鉄鋼,5340.0,7.772020725388601,3.0,3.1372549019607843,70.4,3.38,0.516,-0.383,3.51,1054,4912.8,6141.0
49270,ポーラ・オルビスホールディングス,化学,1406.0,1.9867549668874174,3.0,4.949381327334083,70.4,3.38,0.472,-0.444,3.41,1054,1293.5,1616.9
42180,ニチバン,化学,1945.0,3.617443012884044,0.0,1.986408782017773,65.6,2.3,0.472,0.624,3.4,6109,1789.4,2236.8
40230,クレハ,化学,4450.0,9.27624872579001,2.0,4.127358490566038,67.7,2.85,0.472,0.068,3.39,1240,4094.0,5117.5
31540,メディアスホールディングス,卸売業,809.0,8.484162895927602,0.0,3.9540816326530615,67.5,2.73,0.051,0.609,3.39,6897,744.3,930.4
64120,平和,機械,2203.0,3.1648351648351647,0.0,7.416502946954813,65.8,2.95,0.386,0.023,3.36,2448,2026.8,2533.4
79620,キングジム,その他製品,808.0,5.717619603267211,0.0,3.324808184143223,67.5,2.73,-0.322,0.94,3.35,6897,743.4,929.2
32840,フージャースホールディングス,不動産業,1335.0,5.319148936170213,0.0,5.403225806451613,67.5,2.73,-0.188,0.789,3.33,6897,1228.2,1535.2
32010,日本毛織,繊維製品,1962.0,7.146237576904875,2.0,3.258547008547009,67.7,2.85,0.316,0.098,3.26,1240,1805.0,2256.3
68200,アイコム,電気機器,3500.0,2.642559109874826,0.0,6.051437216338881,65.8,2.95,0.682,-0.368,3.26,2448,3220.0,4025.0
21090,ＤＭ三井製糖,食料品,3665.0,-1.2430939226519337,3.0,6.845238095238096,69.4,3.19,-0.395,0.414,3.21,620,3371.8,4214.8
80160,オンワードホールディングス,繊維製品,770.0,8.551068883610451,2.0,2.013422818791946,64.3,2.08,0.316,0.805,3.2,955,708.4,885.5
35430,コメダホールディングス,卸売業,2957.0,8.452012383900929,0.0,2.958788305741458,65.6,2.3,0.051,0.835,3.19,6109,2720.4,3400.6
18730,日本ハウスホールディングス,建設業,323.0,3.869047619047619,0.0,1.5873015873015872,65.6,2.3,0.505,0.368,3.17,6109,297.2,371.4
72440,市光工業,電気機器,572.0,4.3478260869565215,1.0,7.961165048543689,70.8,3.25,0.682,-0.82,3.11,747,526.2,657.8
29330,紀文食品,食料品,1124.0,8.169934640522875,0.0,3.6111111111111107,67.5,2.73,-0.395,0.774,3.11,6897,1034.1,1292.6
59330,アルインコ,金属製品,1136.0,5.647840531561462,0.0,2.9250457038391224,65.6,2.3,-0.084,0.88,3.1,6109,1045.1,1306.4
87930,ＮＥＣキャピタルソリューション,その他金融業,4160.0,5.131128848346636,1.0,1.2239902080783354,66.3,2.51,-0.076,0.669,3.1,963,3827.2,4784.0
