code,company_name,sector33_name,close,pct_below_52w_high,recent_breakout_count_120d,trailing_return_pct,expected_win_rate_pct,expected_return_pct,sector_adjustment_pct,tightness_bonus_pct,composite_score,expected_value_sample_size,stop_loss_price,take_profit_price
58320,ちゅうぎんフィナンシャルグループ,銀行業,3518.0,0.6495340299350466,1.0,7.4141598298389555,71.2,3.28,2.587,-0.948,4.92,739,3236.6,4045.7
68090,ＴＯＡ,電気機器,1746.0,9.345794392523365,2.0,7.875,70.7,3.47,0.682,0.362,4.51,648,1606.3,2007.9
73130,テイ・エス　テック,輸送用機器,1827.0,9.487243002229379,3.0,3.977110157367668,70.5,3.37,0.242,0.707,4.32,1022,1680.8,2101.0
81300,サンゲツ,卸売業,3150.0,6.528189910979229,3.0,4.647275158809762,70.5,3.37,0.056,0.534,3.96,1022,2898.0,3622.5
81250,ワキタ,卸売業,1936.0,9.65935604293047,3.0,4.491341991341991,70.5,3.37,0.056,0.517,3.94,1022,1781.1,2226.4
62790,瑞光,機械,950.0,8.565928777670837,0.0,5.46875,67.4,2.73,0.381,0.741,3.85,6823,874.0,1092.5
74820,シモジマ,卸売業,1466.0,2.2666666666666666,3.0,6.588579795021962,69.3,3.17,0.056,0.603,3.83,615,1348.7,1685.9
67180,アイホン,電気機器,2860.0,8.626198083067091,0.0,1.3195435092724679,65.4,2.3,0.682,0.81,3.79,6071,2631.2,3289.0
40410,日本曹達,化学,3935.0,6.309523809523809,3.0,6.976744186046512,69.3,3.17,0.458,0.121,3.75,615,3620.2,4525.2
66300,ヤーマン,電気機器,784.0,7.764705882352942,0.0,4.076086956521739,67.4,2.73,0.682,0.241,3.65,6823,721.3,901.6
31090,シキボウ,繊維製品,1071.0,8.461538461538462,0.0,2.307692307692308,65.4,2.3,0.306,0.897,3.5,6071,985.3,1231.6
59020,ホッカンホールディングス,金属製品,2585.0,-2.0529016975917886,3.0,6.8510638297872335,69.3,3.17,-0.084,0.328,3.41,615,2378.2,2972.7
21170,ウェルネオシュガー,食料品,2827.0,7.311475409836065,3.0,3.819058212829069,70.5,3.37,-0.376,0.345,3.34,1022,2600.8,3251.0
79620,キングジム,その他製品,816.0,4.784130688448075,0.0,4.896907216494846,67.4,2.73,-0.344,0.914,3.3,6823,750.7,938.4
80950,アステナホールディングス,卸売業,539.0,0.36968576709796674,1.0,3.10077519379845,66.8,2.6,0.056,0.638,3.29,1432,495.9,619.8
42510,恵和,化学,1309.0,7.03125,0.0,6.840390879478828,65.7,2.91,0.458,-0.086,3.28,2399,1204.3,1505.4
42180,ニチバン,化学,1938.0,3.9643211100099105,0.0,1.202928870292887,65.4,2.3,0.458,0.5,3.26,6071,1783.0,2228.7
32840,フージャースホールディングス,不動産業,1296.0,8.085106382978724,0.0,3.2284100080710245,67.4,2.73,-0.199,0.69,3.22,6823,1192.3,1490.4
72400,ＮＯＫ,輸送用機器,3095.0,7.749627421758569,3.0,5.416384563303995,70.5,3.37,0.242,-0.397,3.22,1022,2847.4,3559.2
77510,キヤノン,電気機器,4656.0,7.4905622888933046,0.0,4.261622607110301,67.4,2.73,0.682,-0.241,3.17,6823,4283.5,5354.4
64190,マースグループホールディングス,機械,3200.0,4.191616766467066,0.0,2.10016155088853,65.4,2.3,0.381,0.483,3.16,6071,2944.0,3680.0
68200,アイコム,電気機器,3500.0,2.642559109874826,0.0,7.361963190184049,65.7,2.91,0.682,-0.466,3.13,2399,3220.0,4025.0
49270,ポーラ・オルビスホールディングス,化学,1408.5,1.8124782154060648,3.0,6.744536548605878,69.3,3.17,0.458,-0.5,3.13,615,1295.8,1619.8
29330,紀文食品,食料品,1120.0,8.49673202614379,0.0,4.089219330855019,67.4,2.73,-0.376,0.759,3.11,6823,1030.4,1288.0
77520,リコー,電気機器,1678.0,-0.7807807807807807,3.0,7.732463295269168,69.3,3.17,0.682,-0.759,3.09,615,1543.8,1929.7
76070,進和,卸売業,3160.0,8.802308802308803,0.0,1.461038961038961,65.4,2.3,0.056,0.724,3.08,6071,2907.2,3634.0
74380,コンドーテック,卸売業,1606.0,8.123569794050344,0.0,3.8562091503267975,67.4,2.73,0.056,0.293,3.08,6823,1477.5,1846.9
59330,アルインコ,金属製品,1131.0,6.06312292358804,1.0,2.7624309392265194,65.8,2.45,-0.084,0.655,3.02,947,1040.5,1300.6
59110,横河ブリッジホールディングス,金属製品,2949.0,9.678407350689127,0.0,1.4930555555555556,65.4,2.3,-0.084,0.776,2.99,6071,2713.1,3391.4
74140,小野建,卸売業,1447.0,3.2754010695187166,0.0,3.400868306801737,67.4,2.73,0.056,0.19,2.98,6823,1331.2,1664.0
98690,加藤産業,卸売業,6480.0,8.47457627118644,2.0,6.425041186161449,70.7,3.47,0.056,-0.552,2.97,648,5961.6,7452.0
84240,芙蓉総合リース,その他金融業,4494.0,3.6449399656946824,0.0,3.738749134548811,67.4,2.73,-0.055,0.276,2.95,6823,4134.5,5168.1
88030,平和不動産,不動産業,2357.0,7.4960753532182105,0.0,1.282051282051282,65.4,2.3,-0.199,0.845,2.95,6071,2168.4,2710.5
65710,キュービーネットホールディングス,サービス業,1291.0,9.909281228192603,0.0,3.348909657320872,67.4,2.73,-0.657,0.862,2.94,6823,1187.7,1484.6
64120,平和,機械,2178.0,4.263736263736264,0.0,4.576436222005842,67.4,2.73,0.381,-0.172,2.94,6823,2003.8,2504.7
34050,クラレ,化学,1881.5,9.889846743295019,1.0,7.384087006296508,71.2,3.28,0.458,-0.81,2.93,739,1731.0,2163.7
75250,リックス,卸売業,3720.0,6.532663316582915,0.0,4.366197183098591,67.4,2.73,0.056,0.138,2.92,6823,3422.4,4278.0
25940,キーコーヒー,食料品,2022.0,2.6948989412897015,0.0,1.2030075187969926,65.4,2.3,-0.376,0.983,2.91,6071,1860.2,2325.3
59320,三協立山,金属製品,670.0,8.967391304347826,0.0,4.40251572327044,67.4,2.73,-0.084,0.259,2.9,6823,616.4,770.5
78400,フランスベッドホールディングス,その他製品,1277.0,8.261494252873563,3.0,1.591089896579157,60.3,2.4,-0.344,0.828,2.88,668,1174.8,1468.6
21090,ＤＭ三井製糖,食料品,3515.0,2.361111111111111,2.0,4.962406015037594,67.6,2.86,-0.376,0.397,2.88,1213,3233.8,4042.2
