code,company_name,sector33_name,close,pct_below_52w_high,recent_breakout_count_120d,trailing_return_pct,expected_win_rate_pct,expected_return_pct,sector_adjustment_pct,tightness_bonus_pct,composite_score,expected_value_sample_size,stop_loss_price,take_profit_price
83640,清水銀行,銀行業,3095.0,6.212121212121212,3.0,5.145027624309392,70.5,3.41,2.584,-0.964,5.03,1091,2847.4,3559.2
80950,アステナホールディングス,卸売業,544.0,0.0,3.0,3.8684719535783367,70.5,3.41,0.056,0.636,4.1,1091,500.5,625.6
74820,シモジマ,卸売業,1530.0,-0.6578947368421052,2.0,7.7857142857142865,70.9,3.45,0.056,0.552,4.06,670,1407.6,1759.5
87060,極東証券,証券･商品先物取引業,1910.0,0.7792207792207793,3.0,7.046223224351747,69.6,3.24,0.866,-0.042,4.06,632,1757.2,2196.5
72390,タチエス,輸送用機器,2364.0,0.42122999157540014,2.0,7.000000000000001,70.9,3.45,0.331,0.224,4.0,670,2174.9,2718.6
31090,シキボウ,繊維製品,1094.0,6.495726495726497,0.0,5.283381364073007,67.6,2.72,0.312,0.939,3.97,7010,1006.5,1258.1
53020,日本カーボン,ガラス･土石製品,4880.0,5.426356589147287,2.0,3.263157894736842,68.0,2.87,1.075,-0.139,3.81,1267,4489.6,5612.0
51920,三ツ星ベルト,ゴム製品,4425.0,4.736275565123789,3.0,5.92503022974607,70.5,3.41,0.393,-0.006,3.8,1091,4071.0,5088.8
64120,平和,機械,2250.0,0.13315579227696406,1.0,6.765126250595522,71.0,3.26,0.392,0.152,3.8,756,2070.0,2587.5
40450,東亞合成,化学,1861.0,3.198959687906372,0.0,3.330557868442964,67.6,2.72,0.496,0.479,3.7,7010,1712.1,2140.1
35430,コメダホールディングス,卸売業,3000.0,7.120743034055728,0.0,3.9140976792518183,67.6,2.72,0.056,0.891,3.67,7010,2760.0,3450.0
80970,三愛オブリ,卸売業,2414.0,7.651109410864574,3.0,3.6036036036036037,70.5,3.41,0.056,0.176,3.64,1091,2220.9,2776.1
81250,ワキタ,卸売業,1988.0,7.232851143257116,0.0,3.1430068098480883,67.6,2.72,0.056,0.842,3.62,7010,1829.0,2286.2
18730,日本ハウスホールディングス,建設業,331.0,0.8982035928143712,0.0,4.444444444444445,67.6,2.72,0.501,0.394,3.62,7010,304.5,380.6
19390,四電工,建設業,2177.0,-0.5078485687903971,3.0,5.679012345679013,70.5,3.41,0.501,-0.345,3.57,1091,2002.8,2503.5
95360,西部ガスホールディングス,電気･ガス業,2491.0,5.429005315110098,2.0,4.513163393230255,68.0,2.87,-0.044,0.709,3.54,1267,2291.7,2864.6
49270,ポーラ・オルビスホールディングス,化学,1392.5,2.92784942488672,3.0,4.712041884816754,70.5,3.41,0.496,-0.37,3.54,1091,1281.1,1601.4
54800,日本冶金工業,鉄鋼,5490.0,5.181347150259067,2.0,6.25,70.9,3.45,0.479,-0.394,3.54,670,5050.8,6313.5
73130,テイ・エス　テック,輸送用機器,1845.0,8.595491701758732,0.0,1.54015401540154,65.6,2.3,0.331,0.867,3.5,6130,1697.4,2121.8
66300,ヤーマン,電気機器,807.0,4.383886255924171,1.0,7.968127490039841,71.0,3.26,0.679,-0.442,3.5,756,742.4,928.0
80160,オンワードホールディングス,繊維製品,777.0,7.719714964370546,0.0,1.832460732984293,65.6,2.3,0.312,0.879,3.49,6130,714.8,893.6
42180,ニチバン,化学,1962.0,2.7750247770069376,0.0,1.5010351966873705,65.6,2.3,0.496,0.661,3.46,6130,1805.0,2256.3
81300,サンゲツ,卸売業,3200.0,5.044510385756676,1.0,3.079416531604538,67.4,2.67,0.056,0.733,3.46,1491,2944.0,3680.0
40970,高圧ガス工業,化学,1204.0,0.8237232289950577,3.0,6.761565836298933,69.6,3.24,0.496,-0.297,3.44,632,1107.7,1384.6
30760,あい　ホールディングス,卸売業,2968.0,0.9676343009676344,3.0,4.627340162486754,70.5,3.41,0.056,-0.03,3.44,1091,2730.6,3413.2
40410,日本曹達,化学,3945.0,6.071428571428571,0.0,1.804123711340206,65.6,2.3,0.496,0.612,3.41,6130,3629.4,4536.8
77690,リズム,精密機器,3995.0,8.47651775486827,0.0,1.5228426395939088,65.6,2.3,0.25,0.83,3.38,6130,3675.4,4594.2
