code,company_name,sector33_name,close,pct_below_52w_high,recent_breakout_count_120d,trailing_return_pct,expected_win_rate_pct,expected_return_pct,sector_adjustment_pct,tightness_bonus_pct,composite_score,expected_value_sample_size,stop_loss_price,take_profit_price
58320,ちゅうぎんフィナンシャルグループ,銀行業,3530.0,1.3966480446927374,2.0,4.827175208581645,67.5,2.85,2.588,-0.928,4.51,1218,3247.6,4059.5
73130,テイ・エス　テック,輸送用機器,1830.5,9.313846916026753,3.0,3.9249146757679183,70.5,3.37,0.254,0.73,4.35,1030,1684.1,2105.1
81300,サンゲツ,卸売業,3130.0,7.121661721068249,3.0,5.315947843530592,70.5,3.37,0.056,0.586,4.01,1030,2879.6,3599.5
40450,東亞合成,化学,1870.5,2.7048114434330297,1.0,7.679083094555874,71.0,3.26,0.458,0.243,3.96,742,1720.9,2151.1
62790,瑞光,機械,948.0,8.75842155919153,0.0,4.972375690607735,67.4,2.73,0.382,0.802,3.91,6842,872.2,1090.2
40970,高圧ガス工業,化学,1197.0,0.4159733777038269,2.0,7.047279214986619,70.6,3.46,0.458,-0.063,3.86,650,1101.2,1376.6
40410,日本曹達,化学,3940.0,6.190476190476191,3.0,6.639566395663957,69.4,3.17,0.458,0.207,3.84,617,3624.8,4531.0
67180,アイホン,電気機器,2839.0,9.297124600638977,0.0,2.142857142857143,65.5,2.3,0.682,0.856,3.84,6081,2611.9,3264.8
74820,シモジマ,卸売業,1467.0,2.1999999999999997,3.0,6.30891950688905,69.4,3.17,0.056,0.604,3.83,617,1349.6,1687.0
40230,クレハ,化学,4515.0,7.951070336391437,3.0,5.386416861826698,70.5,3.37,0.458,-0.153,3.68,1030,4153.8,5192.2
66300,ヤーマン,電気機器,787.0,6.532066508313539,0.0,7.103825136612022,65.8,2.92,0.682,0.009,3.61,2412,724.0,905.0
60700,キャリアリンク,サービス業,2544.0,9.626998223801065,3.0,4.942479761397529,70.5,3.37,-0.653,0.838,3.56,1030,2340.5,2925.6
31090,シキボウ,繊維製品,1076.0,8.034188034188034,0.0,2.783109404990403,65.5,2.3,0.306,0.892,3.5,6081,989.9,1237.4
59330,アルインコ,金属製品,1122.0,6.810631229235881,0.0,4.239631336405529,67.4,2.73,-0.084,0.712,3.36,6842,1032.2,1290.3
