code,date,close,trailing_return_pct,volume_ratio_vs_avg,pct_below_52w_high,is_52w_high_break,fwd_return_20d
55350,2025-01-06,2842.0,,,,False,96.34060520760028
285A0,2025-09-25,4890.0,106.93979933110367,0.832938326378653,5.598455598455598,False,79.55010224948876
69970,2026-05-20,2991.0,48.661800486618006,0.7002621955089864,15.746478873239436,False,75.19224339685724
58010,2026-01-09,10015.0,-2.168555938886151,1.2987164630640353,14.365113296280462,False,74.7378931602596
69760,2026-04-21,6072.0,58.481915435557816,1.3507790503740045,5.258230613200187,False,74.65415019762845
34360,2026-04-03,1738.0,6.993443646581329,0.6189581080706423,7.306666666666667,False,74.5109321058688
50740,2026-04-15,619.0,-7.004470938897168,0.5308921375615328,19.714656290531778,False,74.47495961227787
61400,2026-01-26,858.0,10.259579728059332,1.3146666666666667,8.235294117647058,False,73.77622377622379
69970,2026-03-23,1376.0,-9.566787003610107,1.177979606908257,27.157226045526734,False,73.25581395348837
69970,2026-04-21,2354.0,73.25581395348837,1.9008986066140356,5.233494363929147,True,72.68479184367035
68000,2026-01-26,2175.0,1.8246550956831329,1.0786571324687917,7.838983050847458,False,72.183908045977
63300,2025-12-05,2490.0,6.899488926746167,0.1891504902760408,20.192307692307693,False,72.08835341365462
45060,2025-04-07,536.0,-8.944281524926687,1.9545356350818857,36.0381861575179,False,72.01492537313433
78260,2026-01-14,3945.0,18.11263318112633,1.1595077780357557,-1.2836970474967908,True,71.35614702154626
39150,2026-05-01,1770.0,10.942441492726122,0.3051219006428296,44.42700156985872,False,71.1864406779661
285A0,2025-10-17,6560.0,46.22741764080765,0.600731479767571,6.017191977077363,False,70.19817073170732
67030,2025-04-09,791.0,-12.525879917184266,1.3943392618091413,25.866916588566074,False,69.65865992414665
98800,2026-04-14,2678.0,0.38461538461538464,0.9319022409166727,9.861999326825984,False,69.52949962658701
36560,2025-11-18,230.0,4.017857142857143,1.081956029547293,20.13888888888889,False,69.1304347826087
62640,2026-04-06,1519.0,-55.49100968188105,3.9311994449212118,63.83333333333333,False,68.86109282422646
39030,2025-05-19,478.0,3.7894736842105265,1.5454949783307992,24.605678233438486,False,68.6192468619247
38530,2025-07-22,620.0,-0.6369426751592357,0.5524162120031177,13.286713286713287,False,68.54838709677419
43840,2025-11-14,1051.0,-0.46339202965708987,0.9100587516265132,27.51724137931034,False,68.41103710751665
34360,2026-04-27,2379.5,21.156444204269118,1.148907533786928,2.8973678841052846,False,67.85038873712965
76000,2026-04-28,503.0,1.2797074954296161,4.04356705241661,33.64116094986807,False,67.39562624254472
62350,2026-01-28,2044.0,7.283057851239668,0.6267596192519105,3.5849056603773586,False,65.85127201565558
44460,2025-08-29,390.0,20.35928143712575,0.9162750961127724,9.30232558139535,False,65.64102564102564
49800,2026-04-13,2324.0,-1.0058675607711651,0.7663239180141572,30.27302730273027,False,65.61962134251291
57260,2025-08-08,1690.0,18.966689326988444,2.375166092164301,23.702031602708804,False,64.43786982248521
39030,2025-01-14,386.0,,,10.232558139534884,False,64.24870466321244
58030,2025-04-07,3593.0,-31.206924186568358,0.968626023193293,52.8477690288714,False,64.18035068188144
95520,2026-04-30,638.0,11.643835616438356,0.499021248829754,56.211393273850376,False,63.94984326018809
25850,2026-03-10,1022.0,-34.439574201628055,1.6130801487322777,66.10281923714759,False,63.6986301369863
77170,2025-04-14,1932.0,-17.59788825340959,0.761615839054766,22.065348931020573,False,63.56107660455487
67790,2026-03-23,1199.0,3.7480063795853265,0.8394425835808633,18.045112781954884,False,63.38615512927439
285A0,2025-01-28,1717.0,,0.44543881198151386,17.25301204819277,False,63.366336633663366
69410,2025-10-10,3690.0,16.055045871559635,0.5495367277585756,7.052896725440807,False,63.143631436314365
36560,2025-11-12,225.0,10.396039603960396,2.0059875021060836,21.875,False,63.11111111111111
69810,2026-05-18,6171.0,47.50599520383693,0.8431569056613049,5.65662742699893,False,63.0205801328796
62350,2026-04-02,2677.0,-11.514195583596216,0.6694230155128658,30.104438642297648,False,62.86888307807247
67030,2026-01-28,1984.0,4.954034729315628,1.2795705987782333,12.791208791208792,False,62.80241935483871
39940,2026-03-18,3144.0,-6.983744732089104,0.36418192238966995,53.7238740064763,False,62.786259541984734
49170,2025-08-18,1410.0,-2.7045769764216363,0.6517964471751035,5.369127516778524,False,62.76595744680851
69970,2026-05-18,2944.0,70.03405221339388,0.9962495535182759,17.070422535211268,False,62.703804347826086
262A0,2025-04-09,1421.0,-10.0,1.1198616531513637,48.81123919308357,False,62.5615763546798
57060,2025-07-16,5208.0,8.944954128440367,0.7129388334498612,1.0638297872340425,False,62.46159754224271
58210,2026-01-23,2831.0,1.9978594363182305,0.62136790344211,14.47129909365559,False,62.31013776050865
99840,2026-04-28,5268.0,58.28819068255689,1.3918462729515348,80.97851597761328,False,62.12984054669703
68000,2026-03-23,2894.0,0.6633499170812603,1.4347606517289955,23.23607427055703,False,62.059433310297166
71720,2025-01-10,1168.0,,,4.026294165981923,False,61.986301369863014
57150,2025-01-10,1538.0,,,4.472049689440994,False,61.76853055916776
50160,2026-01-26,2564.0,48.920661620409305,0.7996652089631113,8.19906910132474,False,61.661466458658346
31100,2025-10-10,7590.0,18.65671641791045,0.7150844848681527,6.296296296296296,False,61.528326745718054
67030,2025-05-02,945.0,-1.6494845360824744,0.8057140697630475,11.433926897844424,False,61.48148148148148
38530,2026-04-22,1705.0,26.715092816787735,0.6801294684031324,32.07171314741036,False,61.29032258064516
65250,2025-04-07,1789.5,-25.057839473215875,1.6953859532377185,52.024128686327074,False,61.27409891031014
62010,2025-04-07,10765.0,-10.45066045066045,1.7641990234518505,24.136715997181113,False,61.07756618671621
57270,2026-01-29,1890.0,33.979885057471265,1.0298172121770761,0.42149631190727077,True,60.84656084656085
285A0,2025-02-05,1735.0,,0.22033316447399548,16.3855421686747,False,60.80691642651297
62780,2026-01-26,9950.0,18.931475029036005,0.8836626403221076,7.441860465116279,False,60.60301507537689
34450,2026-04-01,3730.0,-17.741935483870968,1.1147731678945327,18.736383442265794,False,60.58981233243968
285A0,2025-12-15,9200.0,-24.069097888675625,0.7530900522567169,36.133287053106564,False,60.32608695652174
268A0,2026-01-26,1190.0,2.459016393442623,1.782735107819044,11.72106824925816,False,59.831932773109244
67870,2026-01-09,10100.0,-11.035072711719419,1.3393534679010473,15.551839464882944,False,59.8019801980198
77350,2026-05-28,11030.0,8.563134978229318,0.7749149164365399,53.791369920402175,False,59.79147778785131
68570,2025-09-04,11200.0,6.470881035340965,0.9264905973781619,6.976744186046512,False,59.732142857142854
69630,2026-04-27,3419.0,16.311399443929563,3.641604630951398,12.107969151670952,False,59.63732085405089
77250,2026-04-07,1423.0,1.069137562366358,0.4638577502899111,8.488745980707396,False,59.59241040056219
15150,2026-01-05,2231.0,22.37417943107221,0.7563822510535955,75.37527593818984,False,59.56969968623935
67230,2026-04-03,2271.5,-12.895238095238096,0.5414157907269449,27.613129381771827,False,59.49812898965441
36560,2025-12-01,232.0,19.047619047619047,1.6489176961275394,19.444444444444446,False,59.48275862068966
62580,2025-04-09,1145.0,-73.60084477296726,1.6587200322342355,79.66252220248667,False,59.47598253275109
69810,2026-05-12,6078.0,57.42208135235076,0.9704573291937411,-0.9970089730807578,True,59.460348798947024
285A0,2026-01-14,13280.0,44.50897571277719,0.8205190864328998,7.809788267962513,False,59.450301204819276
40920,2026-04-22,3205.0,12.964236588720771,0.930245143135451,20.96177558569667,False,59.4383775351014
58010,2026-03-16,29405.0,38.58658839467148,1.3285611457367568,8.452677459526775,False,59.42866859377657
62640,2026-04-09,1601.0,-53.50500715307582,1.7501107104447398,61.88095238095238,False,59.08806995627732
64800,2026-04-07,962.0,1.1627906976744187,1.350736325799111,14.942528735632186,False,59.04365904365905
83380,2026-01-14,461.0,15.5,1.219989939270288,2.1231422505307855,True,59.00216919739696
67870,2026-04-20,27340.0,13.645378817929393,0.7592150814879073,11.377633711507293,False,58.92465252377469
